Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,200
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,1

TimeStep,Time_Avancement,T_Affichage,T_total
1,8.491e-05,0.00482241,0.00490752
2,9.3903e-05,0.00142071,0.00151487
3,5.3637e-05,0.000972904,0.00102671
4,4.6489e-05,0.00109988,0.00114657
5,5.9408e-05,0.00245145,0.00251105
6,0.000156489,0.00260727,0.00276413
7,7.8851e-05,0.00180613,0.00188543
8,6.819e-05,0.00107292,0.00114134
9,6.5456e-05,0.00234158,0.00240719
10,0.000129279,0.00290866,0.00303824
11,9.7992e-05,0.00122971,0.0013279
12,8.4118e-05,0.00107594,0.0011602
13,8.6171e-05,0.00193347,0.00202014
14,0.000149847,0.00151101,0.00166103
15,0.00010172,0.00116993,0.00127191
16,0.000107105,0.00103168,0.00113905
17,0.000107798,0.00102863,0.00113672
18,0.000109798,0.0014325,0.00154249
19,0.000110929,0.0015708,0.00168189
20,0.000180353,0.00323895,0.00341959
21,0.000242262,0.00161332,0.0018558
22,0.000179943,0.00136344,0.00154356
23,0.000160194,0.00222932,0.0023897
24,0.000192973,0.00116438,0.00135752
25,0.000224719,0.00119278,0.00141767
26,0.000157981,0.00138163,0.0015398
27,0.000172549,0.00164438,0.00181707
28,0.000164172,0.00184527,0.0020099
29,0.00022944,0.00166073,0.00189055
30,0.000253875,0.00142618,0.00168038
31,0.000183361,0.00120121,0.00138493
32,0.000177201,0.00129464,0.001472
33,0.000205529,0.00207746,0.00228319
34,0.000237291,0.00120316,0.00144069
35,0.000203998,0.00112275,0.00132693
36,0.000202685,0.00176165,0.0019645
37,0.000282128,0.00175761,0.0020399
38,0.000209213,0.00221845,0.0024279
39,0.000342813,0.00128129,0.00162426
40,0.000219005,0.0013624,0.00158154
41,0.000228425,0.00146287,0.00169144
42,0.000544007,0.00207205,0.00261624
43,0.000244937,0.00136547,0.0016106
44,0.000243882,0.00123179,0.00147598
45,0.00024565,0.00227146,0.00251728
46,0.000354421,0.00317638,0.00353098
47,0.000288017,0.00133767,0.00162586
48,0.000296876,0.00127247,0.00156988
49,0.00031133,0.00142528,0.00173678
50,0.000283707,0.00222008,0.00250396
51,0.000317068,0.00133272,0.00165018
52,0.000321449,0.00168352,0.00200512
53,0.000454728,0.00167768,0.00213318
54,0.000499074,0.00273252,0.00323174
55,0.000385633,0.00140812,0.0017939
56,0.000355025,0.00196272,0.00231789
57,0.000395195,0.0014106,0.00180594
58,0.000368765,0.00148317,0.00185212
59,0.000360305,0.00172059,0.00208121
60,0.000445815,0.00166201,0.00210809
61,0.000370172,0.0023679,0.00273891
62,0.00048906,0.00190833,0.00239755
63,0.000402955,0.00197434,0.00237745
64,0.000379875,0.00171375,0.0020939
65,0.000395662,0.00139236,0.0017883
66,0.000480602,0.00153725,0.0020182
67,0.000422859,0.00217765,0.00260087
68,0.000464914,0.00189313,0.00235834
