Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,200
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,4

TimeStep,Time_Avancement,T_Affichage,T_total
1,0.000358584,0.00555119,0.00591004
2,0.000309349,0.00239249,0.00270215
3,0.000298342,0.00212367,0.00242233
4,0.00023567,0.00177888,0.00201497
5,0.000240701,0.00234394,0.00258521
6,0.000254852,0.00183799,0.00209312
7,0.000234295,0.00184912,0.00208362
8,0.000235995,0.00158538,0.00182219
9,0.000254051,0.00174941,0.00200367
10,0.000249122,0.00204656,0.00229593
11,0.000288926,0.00253238,0.00282184
12,0.000366855,0.00179296,0.00216017
13,0.000274916,0.00161337,0.0018884
14,0.000255792,0.00149097,0.00174686
15,0.000601366,0.00186668,0.00246835
16,0.000268038,0.0016448,0.00191312
17,0.0002711,0.00163236,0.00190356
18,0.000285453,0.0021281,0.00241376
19,0.000352695,0.00310456,0.00345759
20,0.000298113,0.00189774,0.00219605
21,0.000289646,0.00174918,0.00204008
22,0.000302658,0.00239207,0.00269491
23,0.000310779,0.00190241,0.00221337
24,0.000311036,0.00177323,0.00208437
25,0.000305977,0.00188808,0.00219419
26,0.00031163,0.00219835,0.00251023
27,0.000421294,0.00255479,0.00297636
28,0.000330763,0.00183747,0.00216855
29,0.000333088,0.00233038,0.00266363
30,0.000373317,0.00196322,0.00233679
31,0.000398668,0.00183295,0.00223182
32,0.000381388,0.00218839,0.00256997
33,0.000342646,0.00226939,0.00261267
34,0.000365529,0.00254152,0.00290722
35,0.00036335,0.00233235,0.00269588
36,0.000384179,0.00209895,0.00248346
37,0.000359047,0.00196489,0.00232412
38,0.000386118,0.00215293,0.00253927
39,0.000401739,0.00212891,0.00253092
40,0.000407568,0.00199585,0.00240355
41,0.000427883,0.00239081,0.00281889
42,0.00047448,0.00308846,0.00356379
43,0.000407313,0.00213679,0.00254424
44,0.000446063,0.00254855,0.0029949
45,0.000437967,0.00211247,0.00255064
46,0.000430464,0.0020847,0.00251529
47,0.000395928,0.00261322,0.00301004
48,0.000446064,0.00271144,0.00315784
49,0.000436729,0.0023062,0.0027431
50,0.000406626,0.00144466,0.0018514
51,0.000475752,0.00273998,0.0032161
52,0.000453135,0.00220928,0.00266255
53,0.000448114,0.00251869,0.00296708
54,0.000462602,0.00244215,0.00290503
55,0.000508904,0.0023663,0.00287534
56,0.000438048,0.00301346,0.00345179
57,0.000512386,0.00266325,0.00317597
58,0.000488821,0.00287892,0.00336792
59,0.000514477,0.00306967,0.00358447
60,0.000492311,0.00250704,0.00299969
61,0.000470299,0.00391507,0.00438579
62,0.000765479,0.00229141,0.00305707
63,0.000455632,0.00271155,0.00316746
64,0.000484952,0.00212713,0.00261218
65,0.000488008,0.00278163,0.00326981
66,0.000965012,0.00198579,0.00295114
67,0.00047266,0.00222121,0.00269412
68,0.000740635,0.00281996,0.00356088
69,0.000488994,0.00204841,0.00253759
70,0.000475189,0.0024992,0.00297479
71,0.000619744,0.00243081,0.00305072
72,0.000527022,0.00221564,0.00274284
