Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,300
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,8

TimeStep,Time_Avancement,T_Affichage,T_total
1,1.5174e-05,0.0101474,0.0101627
2,3.3e-06,0.00294234,0.00294582
3,4.539e-06,0.0044566,0.00446181
4,9.538e-06,0.00357717,0.00358689
5,1.0647e-05,0.00364641,0.00365724
6,1.2169e-05,0.0028303,0.0028427
7,1.2935e-05,0.00501219,0.00502531
8,1.3734e-05,0.00283996,0.00285388
9,1.7333e-05,0.00334634,0.00336437
10,2.2724e-05,0.0027973,0.00282019
11,2.6436e-05,0.00331333,0.00333993
12,4.3146e-05,0.00490087,0.0049442
13,4.1932e-05,0.00329029,0.00333244
14,5.9514e-05,0.00288938,0.00294923
15,6.0568e-05,0.00283526,0.00289602
16,6.9403e-05,0.0034282,0.00349777
17,7.333e-05,0.00369005,0.00376365
18,8.4183e-05,0.00311409,0.0031985
19,0.000100567,0.00301237,0.00311312
20,9.6488e-05,0.00288174,0.0029784
21,0.000110398,0.00332824,0.00343889
22,0.000120532,0.00528466,0.00540539
23,0.000141957,0.00330829,0.00345043
24,0.000124239,0.00285167,0.0029761
25,0.000139102,0.00322395,0.00336327
26,0.00011945,0.00408196,0.00420174
27,0.000132284,0.00295161,0.00308408
28,0.000170239,0.00391623,0.00408671
29,0.0001994,0.00360362,0.00380324
30,0.000203112,0.00626673,0.0064701
31,0.000278795,0.00493141,0.00521046
32,0.000186345,0.0036632,0.00384975
33,0.000192803,0.00367952,0.00387251
34,0.000179897,0.00395549,0.00413557
35,0.000161997,0.00328696,0.00344919
36,0.000191715,0.00307081,0.0032627
37,0.000200783,0.00343266,0.00363368
38,0.000224327,0.0040415,0.00426601
39,0.000200653,0.00320855,0.00340942
40,0.000214059,0.00350293,0.00371715
41,0.000206328,0.00307336,0.00327987
42,0.000207713,0.00410034,0.00430849
43,0.000259588,0.00394709,0.00420684
44,0.00021907,0.00370786,0.00392711
45,0.000233279,0.00306345,0.00329689
46,0.000227149,0.00369765,0.003925
47,0.000247966,0.00371575,0.00396394
48,0.000246021,0.00348786,0.00373405
49,0.000247679,0.00316845,0.00341634
50,0.000263819,0.00307321,0.0033372
51,0.000261488,0.00457288,0.00483513
52,0.000349915,0.00374096,0.00409108
53,0.000273404,0.00318311,0.00345669
54,0.000299543,0.00361724,0.00391706
55,0.000317073,0.00389692,0.00421415
56,0.000325112,0.00356115,0.00388693
57,0.000326272,0.00370374,0.00403017
58,0.000331607,0.00359677,0.00392853
59,0.000344818,0.00433316,0.00467814
60,0.00035643,0.0033232,0.00367979
61,0.000351761,0.00321778,0.00356972
62,0.000381655,0.00324571,0.00362753
63,0.000367123,0.00340165,0.00376894
64,0.000390052,0.00346288,0.0038531
65,0.000407365,0.00479967,0.00520725
66,0.000422562,0.00400205,0.00442486
67,0.000494753,0.00430479,0.00479991
68,0.000631848,0.00443203,0.00506408
69,0.000478186,0.00343934,0.0039177
70,0.000496447,0.00415935,0.00465595
71,0.000498413,0.00330396,0.00380252
72,0.000505074,0.00354613,0.00405136
73,0.000509795,0.00335223,0.00386219
74,0.000541722,0.0036415,0.0041834
75,0.00053518,0.00342195,0.00395729
76,0.000545457,0.00351702,0.00406263
77,0.000557877,0.00343364,0.00399169
78,0.000612508,0.00362372,0.00423638
79,0.000576183,0.0035231,0.00409945
80,0.000582428,0.00349487,0.00407746
81,0.000597071,0.00346223,0.00405946
82,0.000728128,0.00357373,0.00430202
83,0.000626658,0.00356834,0.00419518
84,0.000617572,0.00353338,0.0041511
85,0.000638534,0.00343659,0.00407527
86,0.000645472,0.00347774,0.00412336
87,0.000641074,0.00347767,0.00411891
88,0.000662216,0.00355287,0.00421526
89,0.000681739,0.003484,0.0041659
