Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,400
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,2

TimeStep,Time_Avancement,T_Affichage,T_total
1,1.0677e-05,0.0167366,0.0167474
2,3.381e-06,0.00769976,0.00770356
3,3.845e-06,0.00602409,0.00602817
4,6.455e-06,0.00564497,0.00565164
5,9.048e-06,0.0072229,0.00723219
6,1.0619e-05,0.00698404,0.00699491
7,1.494e-05,0.00722591,0.00724103
8,1.7734e-05,0.00643991,0.00645784
9,1.5988e-05,0.00526641,0.00528258
10,1.7444e-05,0.00473276,0.00475037
11,2.0311e-05,0.00573027,0.00575075
12,2.7676e-05,0.00512943,0.00515726
13,3.7872e-05,0.00486713,0.00490537
14,3.0993e-05,0.00498154,0.0050127
15,5.1737e-05,0.00506902,0.00512145
16,5.3105e-05,0.0050627,0.00511598
17,6.9486e-05,0.00511291,0.00518262
18,5.021e-05,0.00486602,0.00491638
19,6.1474e-05,0.00505103,0.00511265
20,7.4208e-05,0.00518142,0.00525579
21,9.4291e-05,0.00483115,0.00492565
22,7.4363e-05,0.00513469,0.00520923
23,8.8654e-05,0.00711893,0.00720777
24,0.000109571,0.00605813,0.00616789
25,0.000105415,0.0053131,0.00541869
26,0.000115984,0.00520366,0.00531986
27,0.000122604,0.00485626,0.00497905
28,0.000106592,0.00506294,0.00516973
29,0.00013771,0.00521331,0.00535118
30,0.000113283,0.00485901,0.00497288
31,0.000120556,0.00521783,0.00533854
32,0.000124926,0.00492752,0.00505265
33,0.000136447,0.00518921,0.00532583
34,0.000138659,0.00597797,0.00611697
35,0.000201948,0.00606041,0.00626255
36,0.000162784,0.00580028,0.00596323
37,0.000149798,0.00530127,0.00545125
38,0.000169212,0.00510826,0.00527773
39,0.000166008,0.00663038,0.00679659
40,0.000177953,0.00500439,0.00518251
41,0.000183867,0.00509588,0.0052799
42,0.00018304,0.00527319,0.00545643
43,0.000191336,0.00482026,0.00501176
44,0.000190692,0.00500173,0.00519258
45,0.000194603,0.00481821,0.00501299
46,0.000198201,0.0122722,0.0124706
