Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,500
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,4

TimeStep,Time_Avancement,T_Affichage,T_total
1,3.2378e-05,0.0307435,0.0307763
2,7.597e-06,0.0103068,0.0103146
3,8.072e-06,0.0101211,0.0101294
4,9.162e-06,0.00916486,0.0091742
5,1.7281e-05,0.0102214,0.0102389
6,2.5005e-05,0.00849713,0.00852235
7,2.0092e-05,0.00902415,0.00904449
8,2.6495e-05,0.00807299,0.00809974
9,2.6722e-05,0.00867357,0.00870055
10,3.8424e-05,0.00782993,0.00786858
11,4.5974e-05,0.00816704,0.00821336
12,3.8668e-05,0.00861523,0.00865413
13,5.6335e-05,0.00844283,0.00849937
14,6.6727e-05,0.00788347,0.00795041
15,8.1078e-05,0.00792965,0.00801096
16,7.5751e-05,0.00798895,0.00806493
17,9.3761e-05,0.00787329,0.00796728
18,0.000110386,0.00790072,0.00801135
19,0.000122544,0.0079352,0.00805792
20,0.000140958,0.00767094,0.00781213
21,0.000123644,0.00782433,0.00794821
22,0.000140366,0.00771314,0.00785371
23,0.00012986,0.00774371,0.00787377
24,0.000135977,0.00772062,0.0078568
25,0.000157078,0.00782465,0.00798196
26,0.000151424,0.00755282,0.00770452
27,0.000150919,0.00757036,0.00772145
28,0.000157642,0.00759861,0.00775647
29,0.000166726,0.00830158,0.0084685
30,0.000175856,0.00775086,0.00792696
31,0.000180189,0.00788363,0.00806404
32,0.000202701,0.00824109,0.00844405
33,0.000202406,0.00800448,0.00820709
34,0.000182064,0.00872148,0.00890371
35,0.000189209,0.00837892,0.00856833
36,0.000199014,0.00825804,0.00845728
37,0.000208215,0.00827336,0.00848175
38,0.000209909,0.00808355,0.00829362
39,0.000236899,0.00813215,0.00836923
40,0.000267425,0.00866634,0.00893394
41,0.000221902,0.00878489,0.00900697
42,0.000236057,0.00865081,0.00888703
43,0.000240443,0.00853448,0.00877509
44,0.000232145,0.00841041,0.00864271
45,0.000239727,0.00868293,0.00892283
46,0.000248608,0.00779053,0.00803937
47,0.000255821,0.00757986,0.00783587
48,0.000260229,0.00792788,0.00818848
49,0.000279972,0.00771607,0.00799619
50,0.000274937,0.00747548,0.00775059
51,0.000275489,0.00741349,0.00768914
52,0.000288429,0.00742322,0.00771184
53,0.00029459,0.00743731,0.0077321
54,0.000293949,0.00731778,0.00761198
55,0.000301998,0.00729282,0.00759505
56,0.000315966,0.00721425,0.00753039
57,0.000302285,0.00723511,0.00753762
58,0.000320315,0.00720476,0.00752522
59,0.000324015,0.00711745,0.00744173
60,0.000342029,0.0070794,0.00742162
61,0.000342314,0.00713882,0.00748131
62,0.000352736,0.007148,0.00750093
63,0.000351503,0.00720522,0.00755689
64,0.00036512,0.0072382,0.00760353
65,0.000375225,0.00813247,0.00850796
66,0.000406867,0.00932056,0.0097276
67,0.000578783,0.00770707,0.00828607
68,0.000394768,0.0073825,0.00777746
