Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,200
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,1

TimeStep,Time_Avancement,T_Affichage,T_Total
1,0.00763343,0.00683359,0.00763366
2,0.00264759,0.00259185,0.0103007
3,0.00323227,0.00315256,0.0135518
4,0.00279857,0.0026711,0.0164266
5,0.00214346,0.00209329,0.0185869
6,0.00290353,0.00277569,0.021502
7,0.00280337,0.00269536,0.0243364
8,0.00219836,0.00210287,0.026548
9,0.00262505,0.00255869,0.0291838
10,0.00206229,0.00198392,0.0312597
11,0.00209352,0.00188173,0.0333607
12,0.00213937,0.00206533,0.0355077
13,0.00211915,0.00200281,0.0376348
14,0.00272348,0.00261438,0.0403673
15,0.00225603,0.0021435,0.0426349
16,0.00228116,0.00214862,0.0449253
17,0.00235657,0.00221315,0.0472917
18,0.00327411,0.00307266,0.050578
19,0.00292484,0.00264348,0.0535457
20,0.00231245,0.00215456,0.0558692
21,0.00282506,0.0026469,0.0587013
22,0.00242432,0.00222633,0.0611385
23,0.00242144,0.00223282,0.0635688
24,0.00296744,0.00278384,0.0665443
25,0.00366956,0.00343043,0.0702259
26,0.00276758,0.00251045,0.0730198
27,0.00309947,0.00282358,0.0761328
28,0.00259894,0.00236566,0.0787444
29,0.00295332,0.00271645,0.0817077
30,0.00351499,0.00318413,0.085257
31,0.00275815,0.00249243,0.0880268
32,0.00305056,0.0028042,0.0910872
33,0.00269058,0.00241243,0.0937902
34,0.00312914,0.00280258,0.0969305
35,0.00394842,0.00363225,0.100906
36,0.00280668,0.00251126,0.103725
37,0.0031258,0.00281225,0.106861
38,0.00277786,0.00246915,0.109652
39,0.00301394,0.00264964,0.112674
40,0.00339689,0.00292327,0.116098
41,0.00341826,0.00295737,0.119554
42,0.00316389,0.00281495,0.122728
43,0.0029971,0.00253352,0.125746
44,0.00296101,0.00255771,0.128716
45,0.00361206,0.00322419,0.132339
46,0.00368799,0.00311655,0.136068
47,0.00346475,0.00307182,0.139544
48,0.00309162,0.00261303,0.142648
49,0.00308234,0.00267845,0.14574
50,0.00370324,0.00326915,0.149456
51,0.0037153,0.00316856,0.153186
52,0.00362499,0.00319024,0.156821
53,0.00327292,0.00283035,0.160112
54,0.00380495,0.00332225,0.163929
55,0.00464166,0.00416747,0.168587
56,0.00334094,0.0028576,0.171943
57,0.00388767,0.00339468,0.175844
58,0.003481,0.00300337,0.179338
59,0.00377314,0.0032755,0.183125
60,0.00458392,0.00392495,0.187724
61,0.00418538,0.00361301,0.191922
62,0.00364968,0.00299921,0.195589
63,0.0042415,0.00362499,0.199844
64,0.00404584,0.00348723,0.203907
65,0.00387348,0.00328999,0.207802
66,0.00390305,0.00330708,0.211718
67,0.00473222,0.0040941,0.216461
68,0.00429294,0.00328995,0.220769
69,0.003867,0.00323603,0.22465
70,0.00406086,0.00341649,0.228722
71,0.00443674,0.00359997,0.233173
