Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,300
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,2

TimeStep,Time_Avancement,T_Affichage,T_Total
1,0.0114788,0.00866061,0.0114789
2,0.00437407,0.00422336,0.0158796
3,0.00778812,0.00765239,0.0236846
4,0.00468712,0.0045567,0.0283897
5,0.00461557,0.00447425,0.0330209
6,0.00431548,0.00416673,0.0373533
7,0.00630337,0.00615935,0.0436732
8,0.00423515,0.00405039,0.0479277
9,0.00482483,0.00455659,0.0527714
10,0.00486963,0.00474101,0.057661
11,0.00570977,0.0052336,0.0633908
12,0.00489983,0.00472472,0.0683068
13,0.00459973,0.00437483,0.072925
14,0.00637182,0.00619635,0.0793138
15,0.00499027,0.00477095,0.0843255
16,0.00466459,0.00445833,0.0890117
17,0.00526629,0.00505079,0.0942941
18,0.005535,0.00532778,0.0998464
19,0.005224,0.00501089,0.105086
20,0.00464608,0.0044371,0.109747
21,0.00836919,0.00816147,0.118147
22,0.0069018,0.00663358,0.125067
23,0.00558946,0.00522132,0.130719
24,0.0047853,0.00452785,0.135528
25,0.00683197,0.0066096,0.142376
26,0.00485927,0.00454979,0.147254
27,0.00522107,0.00480814,0.152491
28,0.0058532,0.00555961,0.15836
29,0.00583499,0.0054161,0.16425
30,0.0056421,0.00537223,0.169909
31,0.00562735,0.0053467,0.175554
32,0.00664764,0.0063278,0.182219
33,0.00549371,0.00517124,0.187728
34,0.00547265,0.00514604,0.193218
35,0.00642983,0.00613373,0.199666
36,0.00571093,0.00542117,0.205394
37,0.00547941,0.00514834,0.210891
38,0.0056991,0.00531336,0.216613
39,0.00471852,0.00421765,0.221393
40,0.00452024,0.00412021,0.225935
41,0.00370123,0.00339555,0.229648
42,0.00596757,0.00556749,0.235626
43,0.00403703,0.00366543,0.239677
44,0.00368644,0.00335746,0.243377
45,0.00375662,0.00344597,0.247143
46,0.00510061,0.00477375,0.252255
47,0.0038532,0.00348466,0.256119
48,0.00384007,0.00350807,0.25998
49,0.00386694,0.00352103,0.263858
50,0.00380191,0.00348093,0.267671
51,0.00385504,0.00354219,0.271537
52,0.00384734,0.00350765,0.275395
53,0.00384403,0.00350235,0.279249
54,0.00384621,0.00351319,0.283105
55,0.00483684,0.0044144,0.287952
56,0.00454962,0.00405363,0.29254
57,0.00396668,0.00358627,0.296521
58,0.00524423,0.00485247,0.301778
59,0.00408454,0.00369107,0.305875
60,0.00392444,0.00351885,0.30981
61,0.00402074,0.00364141,0.313841
62,0.00516444,0.00476041,0.319016
63,0.00421507,0.00377491,0.323246
64,0.00400227,0.00360091,0.327261
65,0.00457394,0.00416467,0.331844
66,0.0050971,0.00449516,0.336955
67,0.00415259,0.00369648,0.341118
68,0.00407664,0.00364577,0.345206
69,0.0056619,0.00520898,0.350878
70,0.00427449,0.00380263,0.355165
71,0.00415971,0.00369939,0.359335
72,0.00423164,0.00377928,0.363577
73,0.00545922,0.00500269,0.369047
74,0.00445403,0.00392938,0.373516
75,0.00438504,0.00386944,0.377913
76,0.00593733,0.00539108,0.383861
77,0.00468103,0.00406048,0.388568
78,0.00448019,0.00395308,0.39306
79,0.00446976,0.00392186,0.39754
80,0.00527234,0.00456328,0.402824
81,0.00488761,0.00426633,0.407751
82,0.00487065,0.00430253,0.412634
83,0.00613492,0.00535215,0.41878
84,0.00522606,0.00454258,0.42402
85,0.00486149,0.00412782,0.428896
86,0.00591699,0.00506441,0.434823
87,0.00503639,0.00422879,0.439891
88,0.00500464,0.00428237,0.444908
89,0.00533783,0.0044224,0.450258
90,0.00543901,0.00461654,0.455711
91,0.00503739,0.00431361,0.460762
92,0.00642866,0.00560209,0.467205
93,0.00520838,0.00431657,0.47243
94,0.00497287,0.00418539,0.477415
95,0.00576627,0.00480012,0.483192
96,0.00533919,0.00426441,0.488583
97,0.0083991,0.00759266,0.496993
98,0.00670253,0.00560699,0.50371
99,0.00543657,0.00434055,0.509159
100,0.00524203,0.0043292,0.514413
101,0.00687287,0.00556004,0.521298
102,0.0054253,0.00446269,0.526738
103,0.00664356,0.00564452,0.533393
104,0.00566846,0.00464655,0.539105
105,0.00543331,0.00450571,0.544551
106,0.00672642,0.00576153,0.551288
107,0.0059982,0.00487362,0.557304
108,0.00719403,0.00604527,0.56451
109,0.00703507,0.00590111,0.571568
110,0.00585994,0.00475973,0.577441
111,0.00688027,0.00579136,0.584343
112,0.00596685,0.0048776,0.590322
113,0.00600948,0.00486209,0.596342
114,0.00779051,0.0063022,0.604143
115,0.00649122,0.00503188,0.610647
116,0.00738257,0.00601622,0.618043
117,0.00642105,0.00513988,0.624476
118,0.00632714,0.00509637,0.630815
119,0.00739766,0.00592671,0.638225
120,0.00630775,0.00493222,0.644556
121,0.00761539,0.00606542,0.652187
122,0.00654927,0.00506357,0.65875
123,0.00640489,0.0051133,0.665167
124,0.00713558,0.00558929,0.672356
125,0.00627085,0.00509623,0.678639
126,0.00748869,0.0059807,0.686138
127,0.00687529,0.00527686,0.693026
128,0.00779617,0.00651906,0.700835
129,0.00665488,0.00538713,0.707511
130,0.00653923,0.005288,0.714067
131,0.00814524,0.00658639,0.722223
132,0.0065827,0.00532566,0.728823
133,0.00729562,0.00598799,0.736132
134,0.00674337,0.00546314,0.74291
135,0.00843246,0.00705906,0.751361
136,0.00701003,0.00559431,0.758386
137,0.00746743,0.00610202,0.765865
138,0.00762604,0.00584595,0.77351
139,0.00703978,0.00565687,0.780563
140,0.00959548,0.0078668,0.790169
141,0.00765536,0.006108,0.797839
142,0.00895124,0.00700224,0.806846
143,0.00798769,0.00645655,0.814847
144,0.00804378,0.00611183,0.822905
145,0.00763311,0.00607849,0.830552
146,0.00880091,0.00704306,0.839364
147,0.00767517,0.00608772,0.847051
148,0.00907644,0.00735329,0.856139
149,0.00795735,0.00641946,0.86411
150,0.0103374,0.00814411,0.874457
151,0.00894125,0.00722279,0.883415
152,0.00930758,0.00734601,0.892789
153,0.00906692,0.0073744,0.901871
154,0.00853386,0.00656251,0.910419
155,0.00869257,0.00662033,0.919123
156,0.00845786,0.00635335,0.927593
157,0.00917481,0.0070683,0.936779
158,0.00868718,0.00646808,0.945479
159,0.0102907,0.00798926,0.955781
160,0.00834904,0.00649612,0.964143
161,0.0101327,0.00757295,0.974287
162,0.0102557,0.00828729,0.984563
163,0.00923838,0.00703464,0.993817
164,0.010002,0.00758587,1.00383
165,0.00930888,0.0069382,1.01315
166,0.0104357,0.00779667,1.0236
167,0.0101479,0.00805528,1.03376
168,0.00923991,0.00691738,1.04302
169,0.00971138,0.00744346,1.05275
170,0.00970231,0.00708561,1.06246
171,0.0112536,0.0087224,1.07372
172,0.0104306,0.00828756,1.08417
173,0.00959087,0.00704625,1.09378
174,0.0104207,0.00823495,1.10421
175,0.0099765,0.00726957,1.1142
176,0.0115904,0.00854903,1.1258
177,0.0102392,0.0079007,1.13606
178,0.00990006,0.00764083,1.14597
179,0.0131092,0.00962148,1.15909
180,0.010589,0.00814214,1.1697
181,0.0100859,0.00782916,1.1798
182,0.0118402,0.00901848,1.19165
183,0.0103905,0.00810478,1.20206
184,0.0103156,0.00794544,1.21239
185,0.0115995,0.00937258,1.22401
186,0.0112465,0.00885481,1.23527
187,0.0111949,0.00819813,1.24648
188,0.0148852,0.0115818,1.26138
189,0.0117864,0.00878086,1.27318
190,0.0116947,0.00911346,1.2849
191,0.0111585,0.00847252,1.29607
192,0.0121561,0.00937448,1.30824
193,0.0116534,0.00901214,1.31991
194,0.0122953,0.00896261,1.33222
195,0.0119357,0.00880473,1.34417
196,0.0142712,0.0107885,1.35846
197,0.0120202,0.00913617,1.3705
198,0.0123422,0.00904442,1.38285
199,0.011756,0.0086412,1.39464
200,0.0134432,0.00982232,1.40809
201,0.0121306,0.00935138,1.42023
202,0.0129025,0.0099348,1.43316
203,0.0119184,0.00885585,1.44511
204,0.0139929,0.0109629,1.45912
205,0.0124793,0.00950489,1.47161
206,0.0128429,0.00977247,1.48447
207,0.0135059,0.0104726,1.49799
208,0.0127766,0.00942153,1.51078
209,0.0137149,0.0101109,1.52451
210,0.0123371,0.00921999,1.53686
211,0.0135113,0.00993216,1.55039
212,0.0124798,0.00931426,1.56288
213,0.0131259,0.00950747,1.57602
214,0.0129675,0.00982486,1.589
215,0.0131138,0.00956616,1.60213
216,0.0129794,0.00940366,1.61512
217,0.0127855,0.00960841,1.62791
218,0.0129257,0.00972889,1.64085
219,0.0129335,0.00974454,1.6538
220,0.0131353,0.00984461,1.66694
221,0.0129849,0.00978225,1.67994
222,0.012873,0.00957789,1.69283
223,0.0131367,0.009939,1.70597
224,0.01299,0.00973965,1.71897
225,0.0131175,0.00993446,1.73211
226,0.013161,0.00979717,1.74528
227,0.0130548,0.0096952,1.75835
228,0.0131876,0.00991503,1.77155
229,0.0133002,0.00999623,1.78486
230,0.0134551,0.0101588,1.79833
231,0.0135225,0.0101233,1.81186
232,0.0135036,0.0100669,1.82538
233,0.0134155,0.010037,1.8388
234,0.0138806,0.010323,1.85269
235,0.0138788,0.0102742,1.86659
236,0.0135278,0.0100999,1.88013
237,0.0137109,0.0102731,1.89385
238,0.0134935,0.00998088,1.90736
239,0.0136434,0.0100923,1.92107
240,0.013836,0.0103351,1.93491
241,0.0140079,0.0103859,1.94893
242,0.0138388,0.0103231,1.96279
243,0.0139858,0.0103838,1.97678
244,0.0140203,0.0103553,1.99082
245,0.0140563,0.0103662,2.00489
246,0.014355,0.0107196,2.01925
247,0.0150485,0.0114803,2.03432
248,0.0143872,0.0107481,2.04871
249,0.0142406,0.010597,2.06297
250,0.0144086,0.0107156,2.07739
251,0.0148187,0.0109828,2.09222
252,0.0144395,0.0106865,2.10667
253,0.0142212,0.0106058,2.1209
254,0.0142876,0.0106794,2.1352
255,0.0141245,0.0103957,2.14934
256,0.0145978,0.0107926,2.16395
257,0.0148227,0.0109881,2.17878
258,0.0146798,0.0109278,2.19348
259,0.0147362,0.0110586,2.20822
260,0.0151224,0.0108966,2.22336
