Paramètres de la simulation
Taille du terrain,1 km
Nombre de cellules par direction,100
Vecteur vitesse du vent,0,0
Position initiale du foyer,10,10
Nombre de threads utilisés,8

TimeStep,Time_Avancement,T_Affichage,T_Total
1,0.00775687,0.00688303,0.00775715
2,0.00052173,0.00046661,0.00829523
3,0.000505728,0.000482051,0.00881204
4,0.000369758,0.000352329,0.00919074
5,0.000693427,0.000674112,0.00989034
6,0.00040376,0.000323504,0.010304
7,0.00162492,0.00158958,0.0119465
8,0.000553305,0.000519001,0.0125111
9,0.000397318,0.000374643,0.0129165
10,0.000450308,0.000418961,0.0133699
11,0.000551654,0.000403584,0.0139249
12,0.000394161,0.000359633,0.0143243
13,0.000499807,0.000427606,0.0148281
14,0.000404734,0.000348759,0.0152379
15,0.00043793,0.000383799,0.0156799
16,0.00044995,0.000387233,0.0161336
17,0.000473955,0.00041569,0.0166111
18,0.000642178,0.000563672,0.017257
19,0.000885393,0.000800205,0.0181488
20,0.00119791,0.00106439,0.0193507
21,0.00094217,0.000819163,0.0203022
22,0.000943291,0.000778572,0.0212543
23,0.000992393,0.000847139,0.02226
24,0.000961599,0.00081532,0.0232309
25,0.00120311,0.00106769,0.0244384
26,0.000919748,0.000752507,0.0253646
27,0.00090415,0.000756418,0.0262725
28,0.000920586,0.00076512,0.0271961
29,0.000983745,0.000828291,0.0281831
30,0.00106911,0.000891404,0.0292551
31,0.00097957,0.000812547,0.030239
32,0.000984602,0.000812039,0.031227
33,0.000973706,0.000797862,0.0322054
34,0.00101155,0.00083408,0.0332205
35,0.00192109,0.00172374,0.0351456
36,0.00144717,0.00107016,0.0366203
37,0.00168474,0.00144026,0.0383418
38,0.00085272,0.000645361,0.0392064
39,0.000731154,0.000565643,0.0399433
40,0.000737904,0.000556874,0.0406845
41,0.000946809,0.000758581,0.0416338
42,0.00116851,0.000968016,0.0428184
43,0.00118427,0.000933624,0.0440097
44,0.00123037,0.000998825,0.0452462
45,0.00103226,0.000777173,0.0462846
46,0.000943562,0.000748911,0.0472328
47,0.000901267,0.000702709,0.0481374
48,0.001012,0.00079423,0.0491521
49,0.00159501,0.00135365,0.050754
50,0.000832882,0.000640164,0.0515979
51,0.00095575,0.000758377,0.0525564
52,0.000959878,0.000762727,0.0535187
53,0.000982394,0.000762413,0.0545044
54,0.00106336,0.00080857,0.0555709
55,0.00163248,0.00133344,0.0572125
56,0.00117613,0.000949911,0.0583993
